
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;1,2;5,9;12,3;12,3;12,3;12,3;12,3;11,3;11,3;11,3;11,3;11,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;1,2;5,9;10,8;10,8;10,8;10,8;10,8;10,1;10,1;10,1;10,1;10,1;
Нижний Одес;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;3,5;3,9;7,9;7,9;7,9;8,9;8,9;8,9;10,3;10,3;10,3;10,3;10,3;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;3,5;3,9;7,9;7,9;7,9;8,9;8,9;7,9;9,3;9,3;9,3;9,3;9,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;3,5;3,9;7,9;7,9;7,9;7,9;7,9;7,9;9,3;9,3;9,3;9,3;9,3;
Сельские поселения района Сосногорск (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,4;0,4;;;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;0,4;0,4;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,4;0,4;;;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;0,4;0,4;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;4,6;4,6;;97,6;178,6;206,8;207,4;203,1;208,6;211,7;211,7;211,7;211,5;217,2;217,2;217,2;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;4,6;4,6;;96,5;110,5;111,8;137,4;134,2;139,1;142,2;141,1;141,1;139,5;143;143;143;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;4,6;4,6;;90,3;99,8;99,8;97,4;97,3;102,2;105,3;104,3;104,3;102,8;102,8;102,8;102,8;
Сельские поселения Сыктывдинского района;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;97,6;178,6;206,8;207,4;203,1;208,6;211,7;211,7;211,7;211,5;217,2;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;96,5;110,5;111,8;137,4;134,2;139,1;142,2;141,1;141,1;139,5;143;143;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;90,3;99,8;99,8;97,4;97,3;102,2;105,3;104,3;104,3;102,8;102,8;102,8;;
Выльгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;4,6;;;50;125,6;150,6;151,2;203,1;208,6;211,7;211,7;211,7;211,5;217,2;217,2;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;4,6;;;49,4;58,6;58,6;84,2;134,2;139,1;142,2;141,1;141,1;139,5;143;143;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;4,6;;;43,2;47,9;47,9;48;97,3;102,2;105,3;104,3;104,3;102,8;102,8;102,8;;
Зеленец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
Лэзым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,5;3,7;3,7;3,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;0,5;3,7;3,7;3,7;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;0,5;3,7;3,7;3,7;;;;;;;;;;
Нювчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;2,5;2,5;2,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;2,5;2,5;2,5;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;2,5;2,5;;;;;;;;;;;
Пажга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;15,8;13,2;13,2;13,2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;15,8;13,2;13,2;13,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;15,8;13,2;13,2;13,2;;;;;;;;;;
Палевицы;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,5;0,5;0,5;0,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;0;;;;;;;;;;;
Слудка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;2,1;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;2,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;2,1;;;;;;;;;;
Часово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;4,2;4,2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;4,2;4,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;4,2;4,2;;;;;;;;;;
Шошка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,7;4,7;4,7;4,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,7;4,7;4,7;4,7;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,7;4,7;4,7;4,7;;;;;;;;;;
Ыб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;12;13,7;13,7;13,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;12;13,7;13,7;13,7;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;12;13,7;13,7;13,7;;;;;;;;;;
Яснэг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;0,6;3,8;3,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;1,3;1,3;;;;;;;;;;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;54;54;227,5;227,5;220;220;121;128;128;128;128;129,3;129,3;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;54;54;93,5;93,5;116,7;116,7;89,3;90,5;90,5;90,5;90,5;91,8;91,8;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;53,6;53,6;93,1;93,1;89,3;89,3;89,3;62,6;62,6;62,6;62,6;62,8;62,8;
Сельские поселения Сысольского района;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;54;54;227,5;227,5;220;220;121;128;128;128;128;129,3;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;54;54;93,5;93,5;116,7;116,7;89,3;90,5;90,5;90,5;90,5;91,8;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;53,6;53,6;93,1;93,1;89,3;89,3;89,3;62,6;62,6;62,6;62,6;62,8;;
Визинга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;30,3;30,3;101,9;101,9;220;220;121;128;128;128;128;129,3;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;30,3;30,3;57,7;57,7;116,7;116,7;89,3;90,5;90,5;90,5;90,5;91,8;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;29,9;29,9;57,3;57,3;89,3;89,3;89,3;62,6;62,6;62,6;62,6;62,8;;
Визиндор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;1,2;1,2;17,8;17,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;1,2;1,2;2,2;2,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;1,2;1,2;2,2;2,2;;;;;;;;;;
Вотча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;4,7;4,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;1,1;1,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;;1,1;1,1;;;;;;;;;;
Гагшор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;7,8;7,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;2,7;2,7;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;;2,7;2,7;;;;;;;;;;
Заозерье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;11,5;11,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;1,1;1,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;;1,1;1,1;;;;;;;;;;
Куниб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,8;2,8;14,5;14,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,8;2,8;4,5;4,5;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,8;2,8;4,5;4,5;;;;;;;;;;
Куратово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;10,3;10,3;35,6;35,6;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;10,3;10,3;13,4;13,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;10,3;10,3;13,4;13,4;;;;;;;;;;
Межадор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;9,1;9,1;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;4,2;4,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,2;4,2;4,2;4,2;;;;;;;;;;
Палауз;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;4,8;4,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;0;;;;;;;;;;;
Пыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,2;2,2;11;11;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,2;2,2;2,2;2,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,2;2,2;2,2;2,2;;;;;;;;;;
Чухлэм;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;3;3;8,8;8,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;3;3;4,4;4,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;3;3;4,4;4,4;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;659,9;146,3;146,3;170,5;170,5;176,8;181,5;181,5;181,44;181,55;181,6;181,6;182,6;181,5;180,5;180,5;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;10,5;9,3;9,3;36,3;36,3;40,5;45,2;45,2;45,13;45,14;45,2;45,2;46,2;46,2;45,2;45,2;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;10,5;9,3;9,3;25,1;25,1;27,3;27,3;27,3;27,37;27,28;26,8;26,8;27,8;27,8;26,8;26,8;
Городские поселения Троицко-Печорского района;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;169;169;169;169;181,5;181,44;181,55;181,6;181,6;182,6;25,8;24,8;24,8;
